Continent,Union,Country,Name,Lift Operator,Phone,Email,no. of lift,Longitude,Latitude,WixID
Europe,EU,Austria,Hirnkopf �E��E Flattnitz (Glödnitz),Flattnitz/Hirnkopf,"""+4342658222""",gloednitz@ktn.gde.at,4,14.0111111,46.9294444,16054d22-f761-4a40-ae78-cc22a0230425
North America,,Canada,Glen Eden,Glen Eden/Kelso,"""+19058785011""",gleneden@hrca.on.ca,3,-79.942617,43.508534,d65c404a-2a92-403c-b7ba-f2b4d74a0a71
North America,,Canada,Medicine Lodge,Medicine Lodge Ski Club,"""+14037482025""",glansall@hotmail.com,2,-117.0166671,53.566667,a111ed2d-9fdd-40dd-a1e7-c5fecb089064
Europe,EU,Austria,Weissbriach (Gitschtal),Bergbahnen WeiÁEbriach,"""+434286257""",gitschtal.tourist@ktn.gde.at,3,13.2531933,46.6868257,7811a33c-4b92-45c1-88f6-c519832abd2c
Europe,EU,Germany,Giller �E��E Hilchenbach-Lützel,Liftgemeinschaft Gillerberg,"""+4927333224""",ginsberger-heide@t-online.de,1,8.1610991,50.9718167,b181e80b-08f5-44ec-a203-3d2986daadcb
Europe,EU,Germany,Engstingen,TSV Kleinengstingen 1905 e.v.,"""+4971299380265""",geschaeftsstelle@tsvkleinengstingen.de,4,9.2905038,48.3871631,36629b62-9925-4ac4-b386-6e0893899dc7
Europe,EU,Germany,Hundsbach,Skiclub Bischweier e.V.,"""+497222409143""",Geschaeftsstelle@Skiclub-Bischweier1951.de,1,7.5549124,49.7246214,c10fc582-8d9e-454b-a753-62fc5c65eaf3
Europe,EU,Austria,Mühldorf,Mühldorf,"""+43476235601""",gerhard.loeffler@oberkaernten.info,1,15.3448199,48.373761,8c596eb7-eaab-4a80-a589-43c24868d6c3
,,USA,Quoggy Jo Ski Center �E��E Presque Isle,Quoggy Jo Ski Club,"""+12075401496""",gene@skiquoggyjo.org,1,-67.9292902,46.7222168,72935762-362f-42b8-b693-6ed67857c772
Europe,EU,Germany,Werda,Gemeindeverwaltung Werda,"""+493746388232""",gemeinde-werda@jaegerswald.de,1,12.3055794,50.4382647,18cf32ee-1443-4d5a-92db-67775b1cfa86
Europe,EU,Austria,Schneiderkopf �E��E Buch,Schneiderkopf Buch,"""+4355798212""",gemeindeamt@buch.cnv.at,2,9.8137151,47.4782827,c5dc1f83-0911-4111-abd2-f1e5afa50b9b
Europe,EU,Austria,Alpe Furx �E��E Furx (Zwischenwasser),Gemeinde Zwischenwasser,"""+43552249150""",gemeinde@zwischenwasser.at,4,9.69392,47.27525,8aae241f-bf5e-483d-9ae0-02ed94a2758f
Europe,EU,Austria,Schwannerlift �E��E Weerberg,Gemeindeamt Weerberg,"""+43522468344""",gemeinde@weerberg.at,1,11.674632,47.3021282,983a3773-a28b-4d0f-8ab2-7b63f1487afc
Europe,EU,Germany,Brenden �E��E ÁEhlingen-Birkendorf,Gemeinde ÁEhlingen-Birkendorf,"""+49774392000""",gemeinde@uehlingen-birkendorf.de,1,8.225776,47.729004,d5fb3fdb-8ff6-40de-a704-3d6185237c51
Europe,EU,Austria,Gröllerkopf �E��E ÁEbersaxen,Gemeinde ÁEbersaxen,"""+43552241311""",gemeinde@uebersaxen.at,2,9.6866155,47.2559552,f5d9c384-eb3e-4be7-9773-c17fefa4fd6e
Europe,EU,Austria,Trins,Gemeindeamt Trins,"""+43527552105""",gemeinde@trins.tirol.gv.at,1,11.4209635,47.0840436,7575214d-d2e3-40db-bbef-aee87197ecbb
Europe,EU,Austria,Rotecklift �E��E Tobadill,Gemeinde Tobadill,"""+43544262007""",gemeinde@tobadill.tirol.gv.at,1,10.5172872,47.1192086,17811eec-2320-4020-955d-9282442bec49
Europe,EU,Austria,Bungerloch �E��E Tarrenz,Gemeindeamt Tarrenz,"""+43541263352""",gemeinde@tarrenz.tirol.gv.at,1,10.7622569,47.2630788,bd162920-1a0a-4e28-8534-addebbf570ba
Europe,EU,Austria,Navis,Gemeinde Navis,"""+4352786211""",gemeinde@navis.tirol.gv.at,1,11.5407226,47.1314633,8c96fe30-7970-438a-9362-500d411333ee
Europe,EU,Germany,Mönchswald �E��E Mitteleschenbach,Gemeinde Mitteleschenbach,"""+499871501""",gemeinde@mitteleschenbach.de,2,10.7978058,49.2087109,ec77eba0-3ed1-4669-9ec6-1ff401361cc2
Europe,EU,Austria,Kleinlobming,Gemeinde Lobmingtal,"""+43351282923""",gemeinde@lobmingtal.gv.at,2,14.8489662,47.1492571,b2bbacb1-5d19-4246-bfea-70b25a1d6d53
Europe,EU,Germany,Hohe Acht �E��E Jammelshofen (Kaltenborn),Skischule SSC Hohe-Acht,"""+4926912519""",gemeinde@kaltenborn-eifel.de,2,7.0283401,50.39041,fec5ede9-0276-4e5a-8ae6-01b2eab21671
Europe,EU,Germany,Tannenberglift �E��E Immenreuth,Gemeinde Immenreuth,"""+49964292160""",gemeinde@immenreuth.de,2,11.8607407,49.9297884,a6002290-7a20-4b66-b1cc-2c7a245e6b08
Europe,,Switzerland,Bildhaus �E��E Gommiswald am Ricken,Gemeindeverwaltung Gommiswald,"""+41582287030""",gemeinde@gommiswald.ch,2,9.0323329,47.2493077,f5767ba7-e94c-41ee-802b-9742c4aaa662
Europe,EU,Germany,Friedenweiler,Gemeinde Friedenweiler,"""+49765491190""",gemeinde@friedenweiler.de,1,8.2564049,47.9169815,a81004eb-2c63-4346-adc8-43b4cc67b5ad
Europe,EU,Austria,Waldrastlift �E��E Ehenbichl,Gemeinde Ehenbichl,"""+43567262083""",gemeinde@ehenbichl.tirol.gv.at,1,10.7033181,47.4725694,40108802-bb0c-43c2-b468-7dadced73ab8
Europe,,Switzerland,Heimenschwand �E��E Buchholterberg,Gemeindeverwaltung Buchholterberg,"""+41334538040""",gemeinde@buchholterberg.ch,1,7.693954,46.8312631,84e4d7fd-e400-4a2c-a057-97e7a303ed89
Europe,EU,Germany,Rabenberg �E��E Breitenbrunn,Gemeinde Breitenbrunn,"""+49377561740""",gemeinde@breitenbrunn-erzgebirge.de,1,12.7414927,50.4563058,05d65c66-d1ac-4529-8078-639dc97b801f
Europe,EU,Austria,Turmkogel �E��E Puchenstuben,Gemeindeamt Puchenstuben,"""+432726238""",gemeinde.puchenstuben@wavenet.at,3,15.2854085,47.9095897,03f70e45-09da-4580-901c-ccbef13011f5
Europe,EU,Austria,Lessach,Gemeinde Lessach,"""+4364848120""",gem.lessach@salzburg.at,1,13.8067484,47.1886652,1ccdb247-a73b-4cdf-bbcd-cbca80be0775
Europe,EU,Austria,Gedersberg �E��E Seiersberg,Gemeindeamt Seiersberg-Pirka,"""+43316282111""",gde@seiersberg-pirka.gv.at,1,15.3762544,47.0172355,042132d4-583b-4aa3-94a5-c4bf566993d3
Europe,EU,Austria,Rettenegg,Gemeinde Rettenegg,"""+4331738020""",gde@rettenegg.steiermark.at,1,15.7808787,47.5263354,3d357198-1a56-4a2c-b579-f1ad8db0342c
Europe,EU,Germany,An der Kniebreche �E��E Steinbach-Hallenberg,Skilift An der Kniebreche,"""+493684741065""",gastinfo@steinbach-hallenberg.de,1,10.5655163,50.6953187,187cb729-9a71-4fd7-ac52-2291011ca2d9
Europe,EU,Germany,Brotjacklriegel,Skiliftgemeinschaft Sonnenwald,"""+49990889040""",gasthof-ranzinger@gmx.de,5,13.2169444,48.8172222,95fe3b0e-1a21-40b6-ac24-114a649fc9b9
Europe,EU,Austria,Furtnerlifts �E��E Rohr im Gebirge,Furtnerlifte Rohr im Gebirge,"""+4326678210""",gasthaus@furtnerlifte.at,3,15.7720896,47.9079651,0fb31751-0b69-4dda-822e-db30dd5b54f1
Europe,EU,Sweden,Galtis �E��E Arjeplog,Galtis AB,"""+4696144026""",galtis@telia.com,3,17.9018372,66.0542775,6eb9b124-eb47-49df-94ec-b569cb90b1dd
Europe,EU,Slovakia,Tajov,Skicentrum Tajov,"""+4210905644884""",gajdosinterier@post.sk,3,19.0700401,48.7462249,755ed25b-f31f-45a7-a038-84d293fa379f
Europe,EU,Italy,Colle de Lys,Sciovie Colle del Lys - Osteria Gaute la Nata,"""+390110891749""",g8112330@libero.it,1,7.3824918,45.1777143,92e805a6-face-4623-9ce0-8efca14348b0
Europe,EU,Germany,Schöneck (Skiwelt),Ski- & Bikewelt Schöneck,"""+4937464330009""",g.mueller@dlt-schoeneck.de,4,12.347011,50.389216,11079e11-fefd-4101-80b7-07e410fb4e8c
,,South Korea,Welli Hilli Park,Welli Hilli Park Resort,"""+82333403000""",futurez@packagekorea.com,9,128.24782,37.491028,30d1e1ca-994f-4fdd-aba9-339e19949b6f
Asia,,Japan,Furano,Furano Ski Area/New Furano Prince Hotel,,furano-scott@princehotels.co.jp,10,142.3832254,43.3421398,0d0b8d9c-3328-4000-b8b9-e5eb8af830b2
Europe,EU,Italy,Pescegallo �E��E Valgerola,Fu.Pes. Funivie di Pescegallo s.p.a.,"""+390342690013""",funivie@pescegallovalgerola.it,2,9.5507545,46.0595826,da78c3bc-8767-4420-9b2a-461aa3361940
Europe,EU,Italy,Monte Bondone,Trento Funivie S.p.a.,"""+390461829990""",funivie@montebondone.it,4,11.030833,45.988056,0d4b3fdd-cfed-43a9-a0c0-9d6a645284c3
Europe,EU,Italy,Macugnaga,Impianti Macugnaga,"""+39032465050""",funivie@macugnaga-monterosa.it,7,7.9634058,45.9508953,5ceb045c-74d4-4078-a1e2-3950e3000d0d
Europe,,Switzerland,Pesciüm �E��E Airolo,Valbianca SA,"""+41918738040""",funivie@airolo.ch,7,8.6067472,46.5144102,50ef903c-71d9-4d6a-94b2-699796d6902c
Europe,EU,Italy,Piana di Vigezzo �E��E Craveggia,Funivia Piana di Vigezza s.r.l.,"""+390324909973""",funivia@pianadivigezzo.it,5,8.4783286,46.1381868,eeaae765-2775-4972-912e-1ba415605eee
Europe,EU,Italy,Santa Maria Maggiore,Funivia Piana di Vigezza s.r.l.,"""+390324909973""",funivia@pianadivigezzo.it,5,8.4452576,46.1513322,4bcd3dc6-1a99-4181-aace-66e111cdede5
Europe,EU,France,Saint Hilaire du Touvet,Remontées mécaniques de St Hilaire du Touvet,"""+33476083220""",funiculaire.stationski@sainthilairedutouvet.fr,6,5.8782004,45.3085676,f062282f-8c0f-4ccd-800e-64a94b13087c
Europe,EU,Estonia,Vimka �E��E Viimsi Mäepark,Vimka �E��E Viimsi Mäepark,,fun@vimkapark.ee,1,24.8407507,59.5187735,dc9096d2-9cd3-4a88-95cf-989270d778bd
,,USA,Bristol Mountain,Bristol Mountain,"""+15853746000""",fun@bristolmt.com,5,-77.40194,42.746697,2893d263-e2e6-4744-acc6-4487eeb18583
Europe,EU,Sweden,Sundsvall �E��E Sidsjöbacken,Sundsvalls kommun,"""+4660192010""",fritidsinformation@sundsvall.se,2,17.2759192,62.3682747,2be9d419-df67-4dcd-bdeb-cbf50c10d431
Europe,EU,Austria,Brunnalm,Freizeitbetriebe Veitsch GmbH,"""+4338562067""",freizeitbetriebe@veitsch.at,4,15.42614,47.63213,90be31fc-fd6f-4382-8e25-0083e29fa0d4
Europe,EU,Austria,Hohe Veitsch �E��E Veitsch (St. Barbara im Mürztal),Freizeitbetriebe Veitsch GmbH,"""+4338562067""",freizeitbetriebe@veitsch.at,4,15.40611,47.64694,af8dd2b5-f4f5-4fdd-b419-f5d30e621659
Europe,EU,Germany,Maiergschwendt (Ruhpolding),Skigebiet Maiergschwendt,"""+4986631794""",fraunhofer@maiergschwendt.de,2,12.6312466,47.7545615,3366d0f2-1810-4552-9fc4-b7ac76cf2b17
Europe,EU,Germany,Frauensteinlift �E��E Oberkalbach,Frauensteinlift Oberkalbach,"""+499742930567""",frauensteinlift@gmx.de,1,9.6965075,50.3843474,17e9c96d-c8bf-4fb9-9bff-55c910ac1f24
Europe,EU,France,La Clusaz,Remontées Mécaniques - La Clusaz,"""+33450024564""",forfaits@skipasslaclusaz.com,49,6.423353,45.904427,0fefdd2a-067b-4290-be8a-26e08731e2b4
Europe,EU,France,Manigod,Remontées Mécaniques - La Clusaz,"""+33450024564""",forfaits@skipasslaclusaz.com,49,6.369137,45.861224,5196cfb8-6744-4ab8-b573-6191dc0ac847
Europe,EU,Italy,Passo Forcora �E��E Monte Cadrigna,Funivie del Lago Maggiore SRL,"""+3903321807476""",forcora@funiviedellagomaggiore.it,1,8.7695575,46.0702457,515e079c-5bae-4375-8a84-acf796602e14
Europe,EU,France,Font d'Urle Chaud Clapier,Station Font d'Urle - Chaud Clapier,"""+33475482767""",font-urle@ladrome.fr,11,5.334014,44.90831,2ef0adf7-8d4f-40f4-a09f-e6c70aad04b5
Europe,EU,France,Bolquère Pyrénées 2000,Altiservice Font-Romeu Pyrénées 2000,"""+33468306061""",fontromeu.pyrenees2000@altiservice.com,21,2.061496,42.520843,13f9b90e-8c5c-471f-a451-be7f42a7e4a4
Europe,EU,France,Font-Romeu,Altiservice Font-Romeu Pyrénées 2000,"""+33468306061""",fontromeu.pyrenees2000@altiservice.com,21,2.0322172,42.5182933,bf880920-4fd8-4790-bedb-2cbdca9cf3a8
Europe,EU,Austria,Monte Popolo �E��E Eben im Pongau,Bergbahnen Flachau GmbH,"""+4364572221""",flachau@snow-space.com,4,13.4002898,47.401727,03f7cb66-3437-4c5f-80c3-fbec17c69c9f
Europe,,Norway,Voss Resort,Voss Resort Fjellheisar,"""+4747004700""",fjellheisar@vossresort.no,10,6.4197964,60.653902,667271ec-40f6-42d6-a767-24b0dc986c77
Europe,EU,Sweden,Abisko,STF Abisko,"""+4698040200""",fjallbokning@stfturist.se,1,18.8312408,68.3495412,62ed4430-d5b8-458c-b4f0-78cc898c4568
Europe,,Iceland,Skarðsdalur �E��E Siglufjörður,Fjallabyggð,"""+3544649100""",fjallabyggd@fjallabyggd.is,4,-18.9827467,66.125844,07fa6be8-7a35-4b0a-a18f-3be9be65b8c8
Europe,EU,United Kingdom,Firpark Ski Centre (dry slopes),Firpark Ski Centre,"""+441259751772""",firpark@clacks.gov.uk,1,-3.738876,56.1572803,aa56ea88-c76a-491d-b68d-4b0fe15a835f
Europe,,Switzerland,Guttannen,Einwohnergemeinde Guttannen,"""+41339731333""",finanzguttannen@bluewin.ch,1,8.2892297,46.6552082,846b9dec-0124-4e4b-94e7-e85dba96a0d7
Europe,EU,Austria,Emberger Alm �E��E Berg im Drautal,Emberger Alm,"""+434712794""",fichtenheim@embergeralm.at,4,13.1466593,46.7845162,317fb93d-35c1-4663-8489-bd5bb151b016
,,USA,Stratton,Stratton Mountain Resort,"""+18668148767""",feedback@stratton.com,11,-72.9109334,43.0428562,88fe9dfd-8ce7-47e1-a355-0e80a1bdf597
Oceania,,Australia,Falls Creek,Falls Creek Ski Lifts Pty Ltd,"""+61357581000""",f-advancesales@fallscreek.net,11,147.2869802,-36.8658814,8761dff0-9019-4782-9427-ceb415613d6c
Europe,,Switzerland,Faltschen �E��E Reichenbach,Skilift Faltschen,"""+41336762434""",faltschen@bluewin.ch,2,7.70734,46.63159,1d7099a7-c341-45e0-89f9-da868166edd5
Europe,,Switzerland,Wolzenalp �E��E Krummenau,Wolzenalp,"""+41719941515""",f.frueh@bluewin.ch,3,9.1601095,47.2366498,1ed54723-b534-465a-becf-a68a4222450d
Europe,EU,Germany,Zschorlau,ESV Zschorlau e.V. Abteilung Ski,"""+493771458105""",f.eyrich@online.de,1,12.6493557,50.5683139,836e354a-4aed-4eba-918d-2fda0a2578f7
Europe,,Switzerland,Evolène,Evolène-Région-Tourisme,"""+41272834000""",evolene-region@coeurduvalais.ch,6,7.49613,46.11363,0e635fb0-a79e-426f-a727-de5bfee630c8
Europe,,Switzerland,La Forclaz,Evolène-Région-Tourisme,"""+41272834000""",evolene-region@coeurduvalais.ch,3,7.00145,46.0578999,f50b3b69-ecde-4120-9c8f-cdf7589b088b
Europe,EU,Germany,Schöne Aussicht �E��E Bad Steben,Gästehaus Am Kurpark,"""+499288350""",eva.spoerl@steben.de,1,11.6279482,50.3737287,4ff32327-becb-424d-bc13-6b651f2733cb
Europe,EU,Portugal,Serra da Estrela,Estância de Ski Vodaphone,"""+351351275314727""",estancia@turistrela.pt,3,-7.5960533,40.3230306,0234d711-645a-4cac-81e6-f4a9c9009494
Europe,EU,Spain,Port del Comte,Estación de Esquí Port del Comte,"""+34973492301""",esqui@portdelcomte.net,14,1.5626294,42.1727311,09925015-edb5-4a07-b433-7a883e920e94
Europe,,Norway,Trondheim,Vassfjellet Skiheiser AS,"""+4772830200""",eskild@vassfjellet.com,6,10.3950528,63.4305149,d9e3cd1c-8da8-4334-b8d4-42d934b31a66
Europe,,Norway,Vassfjellet �E��E Klæbu,Vassfjellet Skiheiser AS,"""+4772830200""",eskild@vassfjellet.com,6,10.4011045,63.2650725,a84461c4-81d5-4ba3-9acd-7c8481e80dea
Europe,,Switzerland,Ghöch,Skilift Ghöch,"""+41796728872""",ernststeiger@bluewin.ch,2,8.902058,47.331406,1a624702-263f-4fc4-9103-6c92f77140bb
Europe,EU,United Kingdom,Snozone �E��E Castleford (indoor ski area),Snozone Xscape,"""+448712225673""",enquiriesmk@snozoneuk.com,2,-1.3422954,53.7103725,46dced93-b806-4ea6-b55c-fd9c33110d4e
Europe,EU,United Kingdom,Snozone �E��E Milton Keynes (indoor ski area),Snozone Xscape,"""+448712225673""",enquiriesmk@snozoneuk.com,3,-0.7474992,52.0418608,9dc7d35c-d6f9-435a-8333-9db7935de5e1
Europe,EU,United Kingdom,Gloucester Ski & Snowboard Centre (dry slopes),Gloucester Ski & Snowboard Centre,"""+441452501438""",enquiries@gloucesterski.com,3,-2.221532,51.834908,99350445-8afe-40a3-b269-05dfb7966515
Europe,EU,United Kingdom,Glenmore Lodge (dry slopes),Glenmore Lodge,"""+441479861256""",enquiries@glenmorelodge.org.uk,1,-3.6763072,57.1643395,ea0feeb7-9f26-4cdd-9d0f-be80f0ac9fa4
Asia,,Japan,Ichinose Diamond,Shiga Kogen Tourism Association,"""+81269342404""",english@shigakogen.gr.jp,2,138.5141535,36.7402119,aa5294eb-888f-416f-bddd-8a4f63d51bee
Asia,,Japan,Yokoteyama-Shibutoge,Yokoteyama/�E���E���E�E��E���E�E�E�E���E�E��E��E�E���E�E��E�E��E�E��E��,"""+81269342600""",english@shigakogen.gr.jp,9,138.5104185,36.6772672,15e53e23-715d-484d-b2fa-a37f388605f9
Europe,EU,Czech Republic,BúŁEov,Ski Areál BúŁEov,"""+420602718521""",emil.korduliak@seznam.cz,2,18.1076512,49.4142031,3c69d141-bddf-487c-bd6a-0459b2a286d6
Europe,EU,United Kingdom,The Snow Centre �E��E Hemel Hempstead (indoor ski area),"The Snow Centre, Hemel Hempstead","""+441442241321""",email@thesnowcentre.com,4,-0.4589256,51.7457241,4e3d4ff7-148c-406e-b4e6-5a3595ddc26a
Europe,EU,Italy,Lorica,Sci Club Botte Donato a.s.d.,"""+390984537066""",email@sciclubbottedonato.it,3,16.5120077,39.2500854,c626fcd7-9bb5-434f-9b7d-3414ee678b14
Europe,EU,Spain,El Morredero,Asociación de Amigos de El Morredero,"""+34987424506""",elmorredero@elmorredero.com,2,-6.411111,42.410833,71e32681-18e6-409f-aa6a-b548194f64c5
Europe,EU,Germany,Hohes Gras �E��E Kassel,Skilift Hohes Gras,"""+495613162695""",eduard@skilift-hohesgras.de,1,9.3546666,51.3061066,ff3bc149-9559-4162-8822-e1ace90a0910
Europe,EU,Austria,Konradshüttle �E��E Vils,Skilift Konradshüttle,"""+4356778774""",Edgar.Krebs@schretter-vils.co.at,1,10.6445875,47.5361381,787ea516-c993-4289-8994-967a63017139
Europe,EU,Germany,Böbrach (Bernried),WSV Bernried,,eder.markus@gmx.de,1,12.8824782,48.932988,ecd447d2-1d05-4d20-95e2-f82ec56f4650
Asia,,Japan,Echo Valley,Echo Valley,"""+81268602001""",echo@echovalley.co.jp,7,138.2077585,36.1206505,75e2549c-1b53-4b50-86f7-b2b7b15657e0
,,USA,Eaglecrest �E��E Juneau,Eaglecrest Ski Area,"""+19077902000214""",eaglecrest@skijuneau.com,4,-134.5139999,58.2675,bc5539e5-71b8-4c1b-b391-1d96dacc6019
Europe,EU,Poland,Ryterski Raj �E��E Rytro,OŁErodek Narciarsko-Rekreacyjny Rytro Sp.z o.o.,"""+48184436606""",e.czernecki@ryterskiraj.pl,4,20.65227,49.485992,f1cbba22-4571-4a39-8f12-516d76771cd2
Europe,EU,Poland,Zebra �E��E BiaŁEka TatrzaŁEska,"WyciāEgi Narciarskie ""ebra Ski""""","""+48182654444""",dziubasik@zebra-ski.pl,2,20.0978847,49.3767438,d1694c5f-868e-4cb7-8846-1bbfb87e1f03
Europe,EU,Hungary,MisinatetŁE (Pécs),MisinatetŁE (Pécs),"""+36305584871""",duzsar@gmail.com,1,18.220533,46.099504,ec5f7b03-51a8-4979-9f35-f986d6defd52
Europe,EU,France,Celliers,Domaine Skiable de Valmorel,"""+33479098026""",dsv@dsv-valmorel.com,52,6.420621,45.479209,b7825817-db5b-4147-a5bc-7e9ba9e0c17d
Europe,EU,France,Doucy,Domaine Skiable de Valmorel,"""+33479098026""",dsv@dsv-valmorel.com,52,6.4549155,45.4990537,5a2c11f7-53b6-4dc8-8d51-664fafa36241
Europe,EU,France,Le Grand Domaine �E��E Valmorel,Domaine Skiable de Valmorel,"""+33479098026""",dsv@dsv-valmorel.com,52,6.443518,45.461639,a050508f-3c9b-4e30-b693-31e7e4e5c4ef
Europe,EU,France,St François Longchamp,Domaine Skiable de Valmorel,"""+33479098026""",dsv@dsv-valmorel.com,52,6.348243,45.409631,fe0d3efa-f49b-4340-af68-f644b0ea32f1
,,USA,Donner Ski Ranch,Donner Ski Ranch,"""+15304263635""",DSRInfo@DonnerSkiRanch.com,6,-120.3300825,39.3182549,7b566bb7-a6ca-435f-b85d-56d4b48f9b72
Europe,EU,Slovenia,Rimski vrelec,"SmuāEarska šola DR7, Dejan Radošek s.p.","""+38641711106""",dr7@siol.net,2,14.9855256,46.5135216,bd42eca9-9cfb-4908-906a-90aae129f057
Europe,EU,Germany,Plauberg �E��E Falkenau,Skiclub Falkenau/Sa.e.V.,,dominic.richter@skiclub-falkenau.de,1,13.0944815,50.8414147,d9973027-0329-4095-aeaa-872f18cfffcd
Europe,EU,Hungary,DobogókŁE,DobogókŁE Scicentrum,"""+36308520340""",dobogokosi@dobogokosi.hu,1,18.8950729,47.7168079,177290be-e0ee-4f75-89a4-27e88127b266
Europe,EU,Germany,Löffingen-Dittishausen,Verkehrsverein Dittishausen e.V.,"""+497654922122""",dittishausen@interhome.de,1,8.3636732,47.9024181,242afa10-7f44-4397-97a4-c945e42799c7
Europe,EU,Germany,Salmendingen (Burladingen),Skilift Salmendingen,"""+497126921717""",dieter.maichle@web.de,2,9.1205379,48.3584593,4c523685-1535-454e-ad4f-83f40a2cc281
Europe,EU,Austria,Dellach im Drautal,Tourismusbüro Dellach im Drautal,"""+43471423418""",dellach-drau.info@ktn.gde.at,1,13.0846198,46.7383261,ee32ca75-b4f6-41c8-b901-b1b411a114a3
,,USA,Mt. Rose,Mt. Rose Ski Tahoe,"""+17758490704""",deepsnow@skirose.com,6,-119.885375,39.328435,ca85d53e-0d89-4d0c-9783-d81cc299c79d
North America,,Canada,Mount Sima,Mt. Sima,"""+16684557""",david@mountsima.com,3,-135.0453421,60.6119143,3e86f9db-3889-4612-b54b-bd98e6ca1b2b
Europe,,Switzerland,La Brévine,Ski-club La Brévine,,daniel.maradan@bluewin.ch,1,6.60687,46.98035,760f700b-04df-488e-bf1a-0d4fae43a98d
Europe,EU,Slovenia,Poseka �E��E Ravne na Koroškem,ZKŠTM Ravne na Koroškem,"""+38641736638""",danica@zkstm.si,1,14.9575329,46.5394584,02484970-0972-4b61-ab75-ab2e625ce6d9
Europe,EU,Austria,Dachstein Glacier (Dachsteingletscher),Dachstein Gletscherbahn Ramsau,"""+43368722042810""",dachstein@planai.at,5,13.6180681,47.451105,f3cf8855-fbab-4cef-8934-5f9a222387f4
Europe,EU,Poland,DāEbrówka �E��E SuwaŁEki,OŁErodek Narciarski DāEbrówka,"""+48875630978""",dabrowka.suwalki@wp.pl,1,22.9766751,54.1059019,2421d402-5d18-419a-8392-9a4f151d4d22
Europe,EU,Poland,Czarna Góra �E��E Sienna,Czarna Góra S.A.,"""+48748141245""",czarnagora@czarnagora.pl,9,16.8049085,50.2518426,e9f9e224-0c1b-46cd-9892-92d2b1a1edf6
Europe,EU,Poland,Polana Zielenska �E��E WisŁEa,WyciāEg Polana ZieleŁEska,"""+48501521323""",czarna_wiselka@op.pl,1,18.9553685,49.6503621,70556051-4486-4560-89c2-90395670cbda
Europe,EU,Poland,Czantoria �E��E UstroŁE,KOLEJ LINOWA �E��ECZANTORIA�E��E Sp. z o.o.,"""+48338543550""",czantoria@czantoria.net,5,18.8049226,49.678892,95956cc1-a7af-405c-b190-1cfa804a8202
,,USA,Ward Hill �E��E Shrewsbury,Ski Ward,"""+15088426346""",customerservice@skiward.com,3,-71.6829768,42.3014833,42536885-d544-47c1-a662-5c1a08b770d3
Europe,EU,United Kingdom,Snow Factor Braehead �E��E Renfrew (indoor ski area),Snow Factor,"""+448712225672""",customercare@snowfactor.com,2,-4.3707432,55.8785402,3a69cfc1-6c9f-4386-aa20-6e1a933fcc11
,,Cyprus,Troodos �E��E Mount Olympos,Cyprus Ski Federation and Club,"""+35722449837""",csf@cyprusski.com,4,32.8639595,34.9363752,d234a7ad-294a-4e3e-bc5d-a15f5aa4c673
Europe,,Switzerland,La Côte-aux-Fées,La Côte-aux-Fées,"""+41328651131""",cote-aux-fees@ne.ch,1,6.4904954,46.8675625,c4843635-5dc5-456e-bc9e-06045e65de03
South America,,Chile,El Fraile,Centro de Ski El Fraile,"""+5667213187""",corporaciondeportes@coyhaique.cl,2,-70.6781079,-33.6185363,7a2b6f35-1b41-450e-be51-79c0c0a149f6
,,USA,Campton Mountain,Campton Mountain Ski Area,"""+16037263349""",corey@waterville-estates.com,2,-71.5806324,43.8472932,498541c3-3c7a-4b2b-a36a-9d46c2e27980
,,USA,Storrs Hill �E��E Lebanon,Storrs Hill Ski Area,"""+16034484409""",contactus@skistorrshill.com,1,-72.2515459,43.6209465,80c299b6-c58b-44c3-b57d-b58a8624362d
,,USA,Pebble Creek,Pebble Creek Ski Area,"""+12087754452""",ContactUs@pebblecreekskiarea.com,3,-82.3456457,28.1483463,bf76e4eb-e04b-40e9-b8cd-add169838059
,,USA,Aspen Highlands,Aspen Skiing Company,"""+19709251220""",contactus@aspensnowmass.com,5,-106.857574,39.181683,03b0c373-4bdf-45d5-be1b-46947be957df
,,USA,Aspen Mountain,Aspen Skiing Company,"""+19709251220""",contactus@aspensnowmass.com,8,-106.818227,39.1862601,8c807d48-d120-4f61-a493-0e41ba775332
,,USA,Buttermilk Mountain,Aspen Skiing Company,"""+19709251220""",contactus@aspensnowmass.com,5,-106.8604932,39.2057944,719c70b1-3392-46a4-9910-e53b1476905f
South America,,Chile,Las Araucarias,Araucarias Ski & Lodging,"""+5645239999""",contacto@skiaraucarias.cl,4,-71.8008217,-38.685915,f92c5c98-da48-4d62-a800-6ab1403cd98b
South America,,Chile,Llaima �E��E Vilcún,Araucarias Ski & Lodging,"""+5645239999""",contacto@skiaraucarias.cl,4,-71.7300028,-38.6970035,026bd294-9b4c-44c9-af10-953d9d55e522
South America,,Argentina,Cerro Castor,Cerro Castor,"""+542901499301""",contacto@cerrocastor.com,14,-68.017001,-54.724177,fd0d3e00-ddad-44fb-b95e-b16fc69cb997
Europe,EU,France,Hautes Navières �E��E Le Valtin,Hôtel Le Vétiné,"""+33329609944""",contact@vetine.com,4,7.0225996,48.0906668,e1f20296-3ef6-4092-bda2-5360200f28d4
